serial	id	type	title	body	signature_threshold	signature_count	signatures_needed	url	deadline	status	created	day1	day2	day3	day4	day5	day6	day7	day8	day9	day10	day11	day12	day13	day14	day15	day16	day17	day18	day19	day20	day21	day22	day23	day24	day25	day26	day27	day28	day29	day30	day31	day32	day33	day34	day35	day36	day37	day38	day39	day40	day41	day42	day43	day44	day45	day46	day47	day48	day49	day50	day51	day52	day53	day54	day55	day56	day57	day58	day59	day60	numpeaks	total
15621	54107019ee140fed64000000	petition	light the White House purple in honor of domestic violence awareness month this October.	"Most women experience physical abuse in their lifetime. In fact, nearly one-quarter of women experience a physical or sexual assault by an intimate partner and seven in ten assaults against women are perpetrated by an intimate partner. This year marks the 20th anniversary of the landmark Violence Against Women Act. Let's raise awareness of this heinous plague and do something to encourage everyone to protect our mothers, sisters, daughters, girlfriends, wives and grandmothers. It's time."	100000	857	99143	https://petitions.whitehouse.gov/petition/light-white-house-purple-honor-domestic-violence-awareness-month-october	30	Closed	1410363906	40	15	4	10	2	1	7	338	122	31	14	8	55	15	29	10	14	3	10	32	10	22	27	8	3	3	5	13	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	857
15626	54108d022f2c880012000000	petition	Stop Common Core in Mississippi.	Let‰Ûªs stand together and stop the common core standards that are being used in the state of Mississippi. This practice is an ignorant and more difficult way to teach things that are simple. It causes more stress than our children deserve. This was put in place without asking what we the parents feel is best for our children.	100000	781	99219	https://petitions.whitehouse.gov/petition/stop-common-core-mississippi	30	Closed	1410371294	19	4	17	6	1	3	2	25	101	25	7	10	11	4	7	11	2	5	4	113	103	105	43	15	12	9	13	80	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	781
15631	5410d429ee140f654e000001	petition	"Begin the process of breaking up Comcast, Time Warner and Verizon and the monopoly on internet service they have created"	"In 1911, this esteemed government, acting through the courts, broke up Standard Oil, an illegal monopoly on the oil industry that was undercutting potential competitors. We now find our selves in a similar situation, only now that commodity is the flow of information and the companies are Comcast, Time Warner and Verizon. It is the duty of the government to break these companies up.  Together, these three companies have near complete control of the high speed internet market, and are using their position to keep quality of service low and prices high, ensuring that no matter where their customers turn their options are all the same. Not only is this anti-consumer, it is blatantly illegal price gouging, taking advantage of a lack of options (two or less ) to take advantage of consumers."	100000	955	99045	https://petitions.whitehouse.gov/petition/begin-process-breaking-comcast-time-warner-and-verizon-and-monopoly-internet-service-they	30	Closed	1410389791	362	72	52	31	25	27	17	32	22	39	20	20	32	15	13	9	13	9	11	20	17	11	16	21	8	10	9	2	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	955
15636	5410f7bd6ce61c8425000001	petition	Set Federal Guidelines for the Reduction or Elimination of Homework in Public Schools	"Research indicates that homework does not generally improve school success, and may even be harmful for children in grades 1 through 6 (see Baker & LeTendre, 2005, for a review). Homework can lead to stress and other poor mental health outcomes that can ultimately affect the physical wellbeing of children. Homework may prevent children from taking part in other activities that will help them grow into well-rounded and healthy adults. It also limits family time that is so important for strong families and personal wellbeing.   We are asking the federal government to set standards to reduce or eliminate homework in public schools, just as the government has set nutrition standards for public schools. This is not just an education issue, but also a mental and physical health issue."	100000	196	99804	https://petitions.whitehouse.gov/petition/set-federal-guidelines-reduction-or-elimination-homework-public-schools	30	Closed	1410400236	36	11	2	7	10	3	17	5	0	1	0	6	4	10	9	1	0	1	5	6	13	11	7	6	5	7	2	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	196
15641	5411ccba2bcfa3925f000000	petition	Amend eligibility for President to include children born outside the U.S. and adopted by U.S. Citizens to qualify.	"‰ÛÏNo Person except a natural born Citizen, or a Citizen of the United States...shall be eligible to the Office of President""  It is time to amend this requirement.  While I understand the rationale for those immigrating at age 30, our country may be excluding our best and brightest through this outdated requirement.  According to the U.S. Department of State: between 1999-2013 U.S. parents have adopted 71,632 Chinese children, 29,761 Guatemalan children, 19,370 South Korean children, 14,084 Ethiopian children and children from many other countries for a total of 249,694 children.  That is 249,694 who will be heartbroken when they finally learn in school that their country doesn't think they are fit to be President. Allow persons adopted by US Citizens as children this opportunity as well. "	100000	280	99720	https://petitions.whitehouse.gov/petition/amend-eligibility-president-include-children-born-outside-us-and-adopted-us-citizens	30	Closed	1410453318	164	51	20	10	3	4	3	0	1	1	1	4	2	2	0	1	0	2	0	1	2	2	1	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	280
15646	541339297043012b44000000	petition	"Give foreign investors under E-2 Visa status, who meet certain criteria, a legal path to permanent residency/green card"	"Giving a legal path to permanent residency to E-2 visa holders would serve 2 purposes: 1. Retaining E-2 investors in the US who have no prospect of long term status. In the US, currently, 25% of the businesses are immigrant funded. In Silicon Valley, 44% of all startups are immigrant funded; 2. Attracting foreign investors to the US in larger numbers. In FY 2013, about 50,000 E-2 visas were issued by the US Department of State. This is an insignificant number in comparison to other nonimmigrant visas that do not create any jobs in the US (ex. 65,000 H-1Bs). EB-5 program is often unattainable by small and medium businesses and they are the ones that create the most jobs in this country: in the last 15 years, employers with less than 500 workers have created more than 2/3 of net new jobs."	100000	200	99800	https://petitions.whitehouse.gov/petition/give-foreign-investors-under-e-2-visa-status-who-meet-certain-criteria-legal-path-permanent	30	Closed	1410551506	5	6	43	9	5	11	6	2	1	1	24	14	3	19	32	6	8	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	200
15651	5415c82c2f2c885b35000000	petition	Remove all copies of the Quran and any Islamic literature or material from the Guantanamo Bay detention camp.	"Even the clear, present and explicit threat of militant Islam, all Islamic literature, including copies of the Quran, should be removed from the Guantanamo Bay detention camp.  Since the 1970s, there have been approximately 3,100 Americans killed on US soil in 74 separate attacks ideologically motivated by radical Islam.   In addition, scores of American non-combatants, including journalists Daniel Pearl, James Foley and Steven Sotloff have all been brutally murdered on video by Islamists.  Given the obvious correlation between Islamist ideology and violent attacks on Americans, we hereby petition the President to remove all Islamic material, including but not limited to all copies of the Quran, from the Guantanamo Bay detention camp."	100000	491	99509	https://petitions.whitehouse.gov/petition/remove-all-copies-quran-and-any-islamic-literature-or-material-guantanamo-bay-detention	30	Closed	1410715153	343	52	17	9	2	10	2	8	8	1	5	0	3	0	2	2	3	1	3	2	2	3	4	1	4	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	491
15656	5416107badfd95a94f000000	petition	ban the declawing of household cats.	"The practice of declawing cats is quite simply cruel and unnatural, and a direct violation of animal rights. The act is similar to cutting off all the fingers on a human at the knuckle, if the person was then forced to walk on their hands. Phantom pains can continue for the rest of the cat's life, and they suffer from arthritis and joint damage as a result. There is currently NO valid medical reason to declaw a cat, and other countries, such as Europe, Brazil, Australia, and New Zealand, have already banned the inhumane practice. Cats need their claws for exercise, protection, and to relieve stress. For information on declawing and the effect it has on cats, please visit: http://cats.about.com/od/declawing/tp/reasonsnot.htm "	100000	1053	98947	https://petitions.whitehouse.gov/petition/ban-declawing-household-cats	30	Closed	1410732690	6	3	247	156	232	96	67	37	21	15	15	12	5	5	8	6	8	5	4	36	16	9	6	2	5	2	1	4	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1053
15661	54164a66688938266a000001	petition	"INJUSTICE-Organ Harvesting. 5+years foreign bodies inside of my body, unable to report the crime without petition right."	"SUBJECT: INJUSTICE-ORGANS HARVESTING FROM: FEN WANG, FEDERAL LITIGANT U.S.DISTRICT COURT SOUTHERN DISTRICT OF NEW YORK 13-CV-3236(LGS)(FM) DEAR: Pres, Obama President of the USA. I am Fen Wang a survivor of murder for Organ Harvesting in USA. Unfortunately, 5+ years, I still cannot successfully report the crime; 2.5+ years, my petition is still not answered properly. Continuing defraud, ACS kidnapped my daughter even not let me talk to her; APS continues active and passive neglect me; extra metals and catheter are still inside of my spine, abdomen, and chest suffering me. Please president Obama and Cabinet help me stand-up to the injustice and horror that, I and my family have been stricken with. I implore presidential help. Thank you for your time and consideration upon this urgent matter"	100000	589	99411	https://petitions.whitehouse.gov/petition/injustice-organ-harvesting-5years-foreign-bodies-inside-my-body-unable-report-crime-without	30	Closed	1410747622	11	5	6	14	30	1	25	38	21	29	24	237	70	16	25	4	2	6	1	3	1	2	1	2	3	3	1	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	589
15666	54180e95eab72a4735000000	petition	To petition the government of Japan to end the dolphin drive hunt atTaiji.	Every year starting in the month of September the village of Taiji in Japan begin an annual event where they send boats out and using sound drive pods of wild dolphins into a cove a trap them using nets. The dolphins are then slaughtered using inhumane techniques and or are taken from their families and sold to aquariums and theme parks all over Asia and the middle east even. Dolphin meat is eaten by a very miniscule portion of the Japanese population and the meat is so high in levels of mercury its unsafe to eat. The United States knows how terribly inhumane it is to take dolphins from the wild that's why we passed laws to not allow it. We should encourage our friends Japan to do the right thing and end this terrible slaughter forever.	100000	3568	96432	https://petitions.whitehouse.gov/petition/petition-government-japan-end-dolphin-drive-hunt-attaiji	30	Closed	1410863258	21	92	37	35	11	14	57	129	244	497	398	513	392	219	117	85	96	82	81	116	124	48	19	13	8	16	43	13	38	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3568
15671	54186cdceab72ab23a000000	petition	Allow funds for disaster relief for the families and community affected by the Boles Fire.	"On September 15, 2014 the Boles Fire in Northern California destroyed a portion of the town of Weed. The fire destroyed 100 hundred homes, parts of an elementary school, businesses, and a church.   Please allow funding to these families to help them live. Families lost everything in the fire. It was so fast that most were not able to return home to evacuate anything.   We ask for funds to provide long term housing while community rebuilds. We ask for help getting the school rebuilt so the children can go back to their school. "	100000	1156	98844	https://petitions.whitehouse.gov/petition/allow-funds-disaster-relief-families-and-community-affected-boles-fire	30	Closed	1410887262	568	325	111	57	27	12	11	8	5	2	1	0	3	2	1	1	1	0	0	0	0	4	11	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1156
15676	5418e1f17043017c38000000	petition	Justice for David Byrant and baby Davier.	"David byrant is a father who found his son outside in frigid temperatures severely beaten from his mother Dalishia Dalters. Mr Bryant has clear solid evidence from video recording of mother Dalishia Salters quoting ""Oh well I'll kill him"" referring to her severely beaten baby Daviere. Mother Dalishia Salters was arrested and charged in the beating of her young child, since her arrest mother has accused father David Byrant of harming her child which video recordings shoes different and has gone viral. Since mother's arrest the Pittsburgh Police has issued an warrant for Mr Bryant. Today the people of the City of Pittsburgh is asking for justice for David Byrant and baby Daviere."	100000	483	99517	https://petitions.whitehouse.gov/petition/justice-david-byrant-and-baby-davier	30	Closed	1410917433	157	77	46	10	11	6	4	3	1	1	1	0	3	7	0	23	20	8	12	9	13	11	8	8	3	7	7	8	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	483
15681	5419ff592f2c88db7e000002	petition	charge the FAA to mandate children under the age of two be restrained in an FAA approved child-safety  seat on planes.	"     This petition charges the FAA to end the practice of lap children on all commercial aviation flights by mandating children under the age of two years old to be safely and properly restrained in an FAA approved child-safety restraint seat/system as they are required in a car.                      Laptops and luggage are required to be secured/safely stowed for take-off and landing therefore more so should a vulnerable infant or toddler be safely secured in a plane traveling 500 miles an hour.       Turbulence occurs frequently and without warning, turning a lap held child into a potential missile putting other passengers at risk and flight attendants unable to do their job of safety for all passengers."	100000	2788	97212	https://petitions.whitehouse.gov/petition/charge-faa-mandate-children-under-age-two-be-restrained-faa-approved-child-safety-seat	30	Closed	1410991771	58	412	531	180	135	358	106	44	37	25	11	59	23	25	19	21	20	12	20	23	21	30	57	66	25	41	46	40	31	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2788
15686	541a08602bcfa3701e000000	petition	add Ehlers-Danlos Syndrome and all of its types to be qualified under SSI/SSDI	"Ehlers-Danlos Syndrome is a genetic degenerative joint and connective tissue disorder that debilitates those diagnosed from birth. Those with EDS should be qualified under SSI/SSDI because this condition not only makes it difficult to impossible for someone to work, it can also be fatal. For further information please go to www.ednf.org, it may save a life. This will also encourage more doctors to educate themselves as well as possibly increase research on the subject. We desperately need your help! "	100000	1259	98741	https://petitions.whitehouse.gov/petition/add-ehlers-danlos-syndrome-and-all-its-types-be-qualified-under-ssissdi	30	Closed	1410992526	10	1	0	0	0	0	0	0	0	0	2	0	0	0	97	264	79	41	19	35	203	162	95	29	49	66	66	21	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1259
15691	541ae106688938970d000000	petition	direct federal authorities to investigate the recent attack on two gay men in Philadelphia under the Matthew Shepard Act	"On September 11, 2014, two gay men were brutally attacked and robbed by a group of 8-12 men and women, seemingly without any legitimate provocation. Witness and victim accounts suggest that the victim's sexual orientation played a pivotal role in the reason for the attack, with the attackers hurling several anti-gay slurs at the victims while the attack took place.  The suspects are in the process of being identified by local detectives, but since Pennsylvania does not cover homosexuals under their hate crimes law, the suspects will not face any enhanced charges unless federal authorities investigate. Therefore, we petition the White house to direct the Department of Justice to investigate this alleged hate crime under The Matthew Shepard and James Byrd, Jr., Hate Crimes Prevention Act."	100000	2215	97785	https://petitions.whitehouse.gov/petition/direct-federal-authorities-investigate-recent-attack-two-gay-men-philadelphia-under-matthew	30	Closed	1411048322	1333	341	81	34	25	23	171	102	19	5	22	13	4	4	6	2	6	1	2	0	1	3	4	1	5	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2215
